label_id	tomogram	DMVs	Virions	DMVs Opening	DMS	connectors	Fused DMVs	zER	Peroxisomes	Golgi	VTC	ER	Mitochondria	MVB/Lys	Lamellar Bodies	Lipid droplets	autophagosomes	Glycogen clusters	Nucleus	PM	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z
49.0	49	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	28.38676000000007	14.97549600000025	0.1511260000000065	26.822528	13.411264	0.006232	29.950992000000006	16.539728	0.29602
50.0	50	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	31.739576000000024	14.975496	0.1511260000000008	30.17534400000001	13.411264	0.006232	33.303808000000004	16.539728	0.29602
51.0	51	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1.5642320000000007	18.328311999999983	0.1511260000000038	0.0	16.76408	0.021812	3.128464	19.892544	0.28044
52.0	52	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	4.917047999999939	18.328312000000032	0.1511260000000051	3.352816	16.76408	0.021812	6.481280000000001	19.892544	0.28044
53.0	53	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	8.269863999999973	18.32831199999997	0.1511260000000038	6.7056320000000005	16.76408	0.01558	9.834096	19.892544	0.286672
54.0	54	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	11.62268000000002	18.328312000000007	0.1511260000000033	10.058448	16.76408	0.01558	13.186912	19.892544	0.286672
55.0	55	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	14.97549600000002	18.328311999999983	0.1511260000000038	13.411264	16.76408	0.021812	16.539728	19.892544	0.28044
56.0	56	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	18.32831199999997	18.32831200000004	0.151126000000003	16.76408	16.76408	0.021812	19.892544	19.892544	0.28044
57.0	57	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	21.68112800000005	18.328311999999983	0.1511260000000038	20.116896	16.76408	0.021812	23.24536	19.892544	0.28044
58.0	58	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	25.033944	18.328312000000004	0.1511260000000003	23.469712	16.76408	0.028044	26.598176	19.892544	0.274208
59.0	59	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	28.38676000000002	18.328311999999983	0.1511260000000037	26.822528	16.76408	0.028044	29.950992000000006	19.892544	0.274208
60.0	60	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	31.73957600000001	18.32831200000004	0.1511260000000009	30.17534400000001	16.76408	0.021812	33.303808000000004	19.892544	0.28044
61.0	61	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1.5642319999999992	21.681127999999863	0.151126000000008	0.0	20.116896	0.012464	3.128464	23.24536	0.289788
62.0	62	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	4.917048000000026	21.68112799999992	0.1511260000000076	3.352816	20.116896	0.012464	6.481280000000001	23.24536	0.289788
63.0	63	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	8.269863999999977	21.68112799999985	0.1511260000000044	6.7056320000000005	20.116896	0.021812	9.834096	23.24536	0.28044
64.0	64	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	11.622679999999985	21.681127999999987	0.151126000000001	10.058448	20.116896	0.028044	13.186912	23.24536	0.274208
65.0	65	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	14.975496000000136	21.681127999999863	0.1511260000000056	13.411264	20.116896	0.01558	16.539728	23.24536	0.286672
66.0	66	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	18.328311999999983	21.681128000000022	0.1511260000000038	16.76408	20.116896	0.021812	19.892544	23.24536	0.28044
67.0	67	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	21.68112800000014	21.681127999999863	0.1511260000000056	20.116896	20.116896	0.01558	23.24536	23.24536	0.286672
68.0	68	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	25.033943999999995	21.68112799999996	0.1511260000000043	23.469712	20.116896	0.006232	26.598176	23.24536	0.29602
69.0	69	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	28.38676000000007	21.681127999999863	0.1511260000000056	26.822528	20.116896	0.01558	29.950992000000006	23.24536	0.286672
70.0	70	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	31.739576000000035	21.681128	0.151126000000002	30.17534400000001	20.116896	0.012464	33.303808000000004	23.24536	0.289788
71.0	71	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1.5642320000000007	25.033943999999995	0.1511260000000053	0.0	23.469712	0.021812	3.128464	26.598176	0.28044
72.0	72	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	4.917047999999944	25.033943999999977	0.1511260000000025	3.352816	23.469712	0.012464	6.481280000000001	26.598176	0.289788
73.0	73	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	8.269863999999991	25.033943999999995	0.1511260000000039	6.7056320000000005	23.469712	0.012464	9.834096	26.598176	0.289788
74.0	74	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	11.622680000000011	25.03394399999995	0.1511260000000021	10.058448	23.469712	0.021812	13.186912	26.598176	0.28044
75.0	75	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	14.975496000000026	25.033943999999995	0.1511260000000037	13.411264	23.469712	0.01558	16.539728	26.598176	0.286672
76.0	76	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	18.328312	25.033944	0.1511260000000015	16.76408	23.469712	0.01558	19.892544	26.598176	0.286672
77.0	77	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	21.68112800000005	25.033943999999995	0.1511260000000037	20.116896	23.469712	0.01558	23.24536	26.598176	0.286672
78.0	78	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	25.033944	25.033944	0.1511260000000003	23.469712	23.469712	0.021812	26.598176	26.598176	0.28044
79.0	79	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	28.386760000000024	25.033943999999995	0.1511260000000039	26.822528	23.469712	0.012464	29.950992000000006	26.598176	0.289788
80.0	80	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	31.73957600000001	25.033944000000016	0.1511260000000008	30.17534400000001	23.469712	0.028044	33.303808000000004	26.598176	0.274208
81.0	81	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1.5642319999999992	28.386759999999946	0.1511260000000056	0.0	26.822528	0.01558	3.128464	29.950992000000006	0.286672
82.0	82	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	4.917047999999981	28.386759999999924	0.1511260000000072	3.352816	26.822528	0.01558	6.481280000000001	29.950992000000006	0.286672
83.0	83	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	8.269863999999938	28.386759999999946	0.1511260000000065	6.7056320000000005	26.822528	0.006232	9.834096	29.950992000000006	0.29602
84.0	84	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	11.622679999999905	28.386759999999992	0.1511260000000023	10.058448	26.822528	0.01558	13.186912	29.950992000000006	0.286672
85.0	85	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	14.975496000000144	28.386759999999946	0.1511260000000044	13.411264	26.822528	0.021812	16.539728	29.950992000000006	0.28044
86.0	86	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	18.328311999999983	28.38676000000001	0.1511260000000038	16.76408	26.822528	0.021812	19.892544	29.950992000000006	0.28044
87.0	87	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	21.68112800000014	28.386759999999946	0.1511260000000056	20.116896	26.822528	0.01558	23.24536	29.950992000000006	0.286672
88.0	88	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	25.033943999999995	28.38675999999998	0.1511260000000038	23.469712	26.822528	0.003116	26.598176	29.950992000000006	0.299136
89.0	89	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	28.38676000000007	28.386759999999946	0.151126000000008	26.822528	26.822528	0.012464	29.950992000000006	29.950992000000006	0.289788
90.0	90	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	31.739576000000035	28.38676000000001	0.151126000000002	30.17534400000001	26.822528	0.012464	33.303808000000004	29.950992000000006	0.289788
91.0	91	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1.5642320000000012	31.739576000000003	0.1511260000000008	0.0	30.17534400000001	0.006232	3.128464	33.303808000000004	0.29602
92.0	92	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	4.917047999999937	31.739575999999968	0.1511260000000025	3.352816	30.17534400000001	0.01558	6.481280000000001	33.303808000000004	0.286672
93.0	93	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	8.269864000000036	31.739576000000003	0.1511259999999995	6.7056320000000005	30.17534400000001	0.021812	9.834096	33.303808000000004	0.28044
94.0	94	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	11.62268000000001	31.739575999999985	0.1511260000000016	10.058448	30.17534400000001	0.01558	13.186912	33.303808000000004	0.286672
95.0	95	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	14.975496000000046	31.739576000000003	0.151126000000002	13.411264	30.17534400000001	0.012464	16.539728	33.303808000000004	0.289788
96.0	96	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	18.32831200000005	31.73957600000001	0.1511260000000009	16.76408	30.17534400000001	0.021812	19.892544	33.303808000000004	0.28044
97.0	97	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	21.68112800000005	31.739576000000003	0.1511259999999995	20.116896	30.17534400000001	0.021812	23.24536	33.303808000000004	0.28044
